chr	start	end	startCpG	endCpG	target	name	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
chr10	92267850	92267944	15937948	15937955	Pancreas-Alpha	chr10:92267850-92267944	U	0.0	0.0	0.0	0.007	0.002	0.0	0.004	0.0	0.0	0.008	0.009	0.014	0.031	0.001	0.0	0.051	0.0	0.0	0.005	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.008	0.012	0.796	0.054	0.094	0.007	0.0	0.012	0.0	0.0	0.0	0.0
chr10	92370432	92371215	15939120	15939132	Head-Neck-Ep	chr10:92370432-92371215	U	0.0	0.0	0.0	0.0	0.009	0.0	0.006	0.0	0.063	0.026	0.0	0.0	0.0	0.001	0.422	0.149	0.0	0.0	0.0	0.971	0.0	0.0	0.0	0.003	0.0	0.192	0.0	0.007	0.006	0.005	0.0	0.01	0.0	0.0	0.0	0.036	0.0	0.009	0.015	0.0
chr10	92534018	92534234	15941186	15941192	Pancreas-Beta	chr10:92534018-92534234	U	0.014	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.009	0.0	0.0	0.017	0.0	0.002	0.0	0.036	0.0	0.0	0.0	0.006	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.06	0.892	0.019	0.0	0.0	0.008	0.0	0.0	0.007	0.0
chr10	97491613	97491907	15991408	15991416	Kidney-Ep	chr10:97491613-97491907	U	0.0	0.006	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.032	0.017	0.0	0.0	0.004	0.0	0.007	0.664	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0
chr10	98529063	98529074	16004484	16004489	Bone-Osteob	chr10:98529063-98529074	U	0.019	0.01	0.0	0.0	0.004	0.0	0.0	0.94	0.0	0.0	0.003	0.01	0.025	0.04	0.0	0.107	0.007	0.0	0.004	0.0	0.0	0.006	0.003	0.003	0.0	0.0	0.013	0.011	0.007	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.017	0.0
chr10	99400585	99400679	16010562	16010567	Liver-Hep	chr10:99400585-99400679	U	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.025	0.071	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.95	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	103374221	103374687	16067503	16067510	Colon-Ep	chr10:103374221-103374687	U	0.0	0.011	0.0	0.0	0.005	0.0	0.008	0.0	0.016	0.0	1.0	0.087	0.0	0.0	0.0	0.129	0.0	0.0	0.014	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.026	0.058	0.0	0.0	0.041	0.0	0.035	0.01	0.0
chr10	112492743	112492961	16139234	16139240	Colon-Ep	chr10:112492743-112492961	U	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.976	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.183	0.0	0.0
chr10	113151854	113151920	16146681	16146687	Blood-Mono+Macro	chr10:113151854-113151920	U	0.108	0.0	0.0	0.0	0.76	0.0	0.019	0.0	0.013	0.014	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.02	0.0	0.0	0.009	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0
chr10	124601275	124601435	16273487	16273495	Blood-B	chr10:124601275-124601435	U	0.0	0.005	0.975	0.0	0.015	0.071	0.001	0.036	0.0	0.0	0.0	0.125	0.0	0.017	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0
chr10	124808171	124808466	16277538	16277555	Small-Int-Ep	chr10:124808171-124808466	U	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.0	0.001	0.0	0.008	0.0	0.02	0.0	0.001	0.0	0.0	0.0	0.002	0.006	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.003	0.0
chr10	124818792	124819443	16277765	16277771	Lung-Ep-Bron	chr10:124818792-124819443	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.0	0.0	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10	127126911	127127748	16305815	16305825	Pancreas-Delta	chr10:127126911-127127748	U	0.0	0.0	0.006	0.021	0.008	0.039	0.009	0.0	0.0	0.0	0.007	0.035	0.0	0.003	0.029	0.178	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.019	0.146	0.685	0.0	0.0	0.0	0.0	0.0	0.017	0.009
chr10	128853772	128854022	16327167	16327176	Ovary-Ep	chr10:128853772-128854022	U	0.0	0.034	0.0	0.0	0.004	0.0	0.011	0.047	0.0	0.0	0.0	0.01	0.0	0.0	0.065	0.192	0.443	0.0	0.008	0.01	0.0	0.028	0.159	0.003	0.0	0.012	0.0	0.0	0.946	0.029	0.098	0.016	0.146	0.31	0.0	0.067	0.011	0.005	0.065	0.032
chr10	129131115	129131255	16330639	16330645	Bone-Osteob	chr10:129131115-129131255	U	0.022	0.0	0.0	0.0	0.007	0.0	0.004	0.962	0.0	0.014	0.006	0.0	0.13	0.004	0.048	0.091	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.007	0.008	0.011	0.0	0.0	0.0	0.01	0.053	0.0	0.016	0.0	0.0	0.0	0.0	0.011	0.046	0.0
chr10	129473122	129473443	16334745	16334755	Blood-B	chr10:129473122-129473443	U	0.006	0.003	0.94	0.005	0.018	0.0	0.001	0.0	0.006	0.0	0.0	0.147	0.0	0.014	0.0	0.082	0.0	0.029	0.002	0.006	0.0	0.011	0.002	0.0	0.004	0.0	0.004	0.009	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0
chr10	129849113	129849178	16340985	16340993	Ovary-Ep	chr10:129849113-129849178	U	0.0	0.066	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.076	0.305	0.0	0.013	0.0	0.116	0.265	0.0	0.0	0.002	0.0	0.0	0.069	0.0	0.0	0.0	0.106	0.0	0.85	0.0	0.007	0.0	0.0	0.0	0.0	0.085	0.0	0.07	0.118	0.0
chr10	132179717	132179800	16380648	16380653	Bladder-Ep	chr10:132179717-132179800	U	0.0	0.846	0.0	0.0	0.008	0.0	0.007	0.054	0.0	0.0	0.0	0.037	0.0	0.028	0.0	0.121	0.0	0.0	0.049	0.0	0.013	0.06	0.0	0.0	0.006	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.044	0.0
chr10	132451294	132451375	16388586	16388591	Blood-Mono+Macro	chr10:132451294-132451375	U	0.103	0.0	0.024	0.0	0.701	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.006	0.0	0.086	0.0	0.0	0.0	0.0	0.024	0.02	0.01	0.023	0.0	0.0	0.004	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.009	0.0
chr10	132657819	132657939	16393906	16393911	Pancreas-Duct	chr10:132657819-132657939	U	0.018	0.026	0.045	0.0	0.007	0.026	0.009	0.0	0.0	0.0	0.0	0.0	0.077	0.018	0.036	0.165	0.0	0.265	0.0	0.047	0.0	0.0	0.023	0.0	0.0	0.019	0.004	0.0	0.0	0.069	0.051	0.0	0.086	0.941	0.0	0.028	0.0	0.0	0.04	0.0
chr10	132746046	132746363	16396496	16396507	Thyroid-Ep	chr10:132746046-132746363	U	0.0	0.027	0.0	0.0	0.001	0.0	0.0	0.016	0.005	0.018	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.003	0.001	0.0	0.0	0.003	0.0	0.0	0.004	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	1.0
chr10	133081191	133081435	16407811	16407829	Skeletal-Musc	chr10:133081191-133081435	U	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.002	0.0	0.031	0.002	0.0	0.122	0.0	0.0	0.006	0.001	0.0	0.011	0.0	0.004	0.0	0.0	0.073	0.0	0.0	0.014	0.01	0.0	0.0	0.0	0.0	0.0	0.589	0.003	0.01	0.0
chr10	133306562	133307137	16416130	16416151	Kidney-Ep	chr10:133306562-133307137	U	0.005	0.004	0.0	0.003	0.001	0.0	0.0	0.009	0.016	0.0	0.0	0.0	0.0	0.006	0.0	0.012	0.003	0.0	0.004	0.002	0.009	0.003	0.688	0.003	0.0	0.0	0.002	0.0	0.0	0.008	0.0	0.0	0.003	0.003	0.0	0.0	0.004	0.002	0.008	0.0
chr10	133393199	133393503	16418940	16418952	Pancreas-Beta	chr10:133393199-133393503	U	0.0	0.003	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.004	0.0	0.001	0.0	0.026	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.005	0.0	0.034	0.0	0.004	0.002	0.063	0.98	0.217	0.004	0.0	0.0	0.0	0.0	0.0	0.146
chr11	272256	272629	16430988	16431002	Small-Int-Ep	chr11:272256-272629	U	0.0	0.0	0.011	0.0	0.0	0.0	0.001	0.017	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.091	0.0	0.073	0.0	0.001	0.014	0.031	0.019	0.018	0.004	0.0	0.0	0.0	0.006	0.005	0.0	0.015	0.008	0.0	0.0	0.004	0.0	0.988	0.033	0.0
chr11	283462	283609	16431371	16431381	Small-Int-Ep	chr11:283462-283609	U	0.005	0.005	0.0	0.0	0.002	0.0	0.036	0.016	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.004	0.003	0.005	0.011	0.003	0.0	0.009	0.0	0.002	0.0	0.007	0.0	0.016	0.015	0.0	0.014	0.0	0.0	0.0	0.952	0.0	0.007
chr11	440653	440759	16437170	16437180	Small-Int-Ep	chr11:440653-440759	U	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.018	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111	0.005	0.0	0.921	0.004	0.0
chr11	440819	440895	16437181	16437188	Small-Int-Ep	chr11:440819-440895	U	0.0	0.0	0.007	0.007	0.007	0.0	0.003	0.0	0.0	0.0	0.033	0.0	0.0	0.008	0.0	0.088	0.0	0.0	0.0	0.028	0.0	0.009	0.0	0.0	0.011	0.007	0.0	0.008	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.962	0.016	0.0
chr11	939169	939468	16455357	16455362	Kidney-Ep	chr11:939169-939468	U	0.0	0.0	0.009	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.037	0.0	0.103	0.0	0.003	0.0	0.0	0.82	0.005	0.0	0.0	0.01	0.009	0.0	0.008	0.01	0.011	0.0	0.016	0.0	0.008	0.0	0.0	0.023	0.0
chr11	1222170	1222376	16463463	16463471	Gallbladder	chr11:1222170-1222376	U	0.014	0.007	0.0	0.0	0.005	0.0	0.002	0.0	0.01	0.0	0.013	0.0	0.036	0.003	0.0	0.103	0.0	0.971	0.0	0.0	0.0	0.027	0.007	0.008	0.0	0.0	0.0	0.0	0.007	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.018	0.011
chr11	1228579	1228667	16463694	16463702	Gallbladder	chr11:1228579-1228667	U	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.048	0.0	1.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.006	0.0
chr11	1499582	1499652	16472294	16472299	Bone-Osteob	chr11:1499582-1499652	U	0.008	0.0	0.0	0.008	0.012	0.0	0.002	0.659	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.014	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2153328	2153410	16488742	16488748	Pancreas-Beta	chr11:2153328-2153410	U	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.006	0.0	0.066	0.0	0.0	0.004	0.003	0.0	0.012	0.0	0.026	0.0	0.008	0.0	0.0	0.0	0.016	0.013	0.968	0.0	0.0	0.0	0.0	0.0	0.015	0.017	0.0
chr11	2154813	2155073	16488779	16488790	Pancreas-Beta	chr11:2154813-2155073	U	0.005	0.0	0.0	0.0	0.002	0.0	0.003	0.019	0.0	0.0	0.015	0.008	0.0	0.001	0.0	0.046	0.0	0.0	0.0	0.006	0.0	0.0	0.003	0.053	0.005	0.0	0.05	0.0	0.007	0.012	0.008	0.984	0.009	0.007	0.0	0.006	0.011	0.016	0.022	0.0
chr11	2393701	2394121	16494182	16494201	Blood-B	chr11:2393701-2394121	U	0.0	0.0	0.827	0.0	0.023	0.007	0.003	0.0	0.0	0.0	0.0	0.124	0.0	0.015	0.036	0.043	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.008	0.019	0.004	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
chr11	3669791	3670155	16518360	16518365	Heart-Cardio	chr11:3669791-3670155	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.05	0.0	0.0	0.0	0.006	0.94	0.055	0.0	0.0	0.018	0.0	0.0	0.02	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.015	0.0
chr11	27406184	27406707	16710587	16710592	Heart-Fibro	chr11:27406184-27406707	U	NA	0.0	0.0	NA	0.0	NA	0.0	NA	NA	NA	NA	0.0	NA	0.0	NA	NA	NA	NA	0.0	NA	0.0	NA	0.0	0.0	NA	NA	0.0	NA	NA	0.0	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA
chr11	27480944	27481099	16711375	16711381	Adipocytes	chr11:27480944-27481099	U	0.692	0.059	0.009	0.0	0.0	0.013	0.004	0.206	0.011	0.014	0.0	0.066	0.267	0.042	0.0	0.075	0.0	0.0	0.0	0.01	0.009	0.018	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.119	0.0	0.038	0.0
chr11	35494394	35494629	16773916	16773933	Kidney-Ep	chr11:35494394-35494629	U	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.005	0.002	0.0	0.0	0.005	0.0	0.055	0.004	0.0	0.001	0.0	0.0	0.0	0.578	0.002	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.005
chr11	41416088	41416488	16812544	16812549	Smooth-Musc	chr11:41416088-41416488	U	0.0	0.083	0.091	0.034	0.012	0.133	0.052	0.25	0.0	0.0	0.0	0.0	0.333	0.046	0.0	0.478	0.0	0.0	0.071	0.078	0.056	0.316	0.0	0.0	0.0	0.0	0.196	0.0	0.0	0.304	0.0	0.0	0.0	0.0	NA	0.042	0.125	0.0	0.75	0.0
chr11	45938693	45939054	16854165	16854176	Blood-B	chr11:45938693-45939054	U	0.037	0.008	0.989	0.0	0.049	0.006	0.001	0.0	0.0	0.0	0.002	0.231	0.017	0.02	0.064	0.047	0.006	0.0	0.003	0.003	0.0	0.0	0.002	0.0	0.0	0.0	0.027	0.0	0.0	0.005	0.008	0.0	0.007	0.006	0.0	0.005	0.0	0.0	0.012	0.006
chr11	47615870	47616499	16879062	16879073	Blood-NK	chr11:47615870-47616499	U	0.009	0.005	0.0	0.008	0.023	0.864	0.046	0.0	0.028	0.0	0.014	0.0	0.0	0.006	0.0	0.024	0.026	0.0	0.007	0.002	0.02	0.008	0.007	0.009	0.01	0.0	0.012	0.021	0.007	0.015	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
chr11	57733358	57733549	16969789	16969799	Bladder-Ep	chr11:57733358-57733549	U	0.006	0.745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.011	0.0	0.0	0.007	0.03	0.0	0.006	0.0	0.003	0.004	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0
chr11	62101058	62101238	17017435	17017440	Prostate-Ep	chr11:62101058-62101238	U	0.0	0.433	0.0	0.0	0.0	0.0	0.01	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.125	0.4	0.0	0.0	0.008	0.132	0.0	0.038	0.028	0.0	0.283	0.151	0.077	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.917	0.0	0.0	0.032	0.025
chr11	62150088	62150333	17018332	17018342	Epid-Kerat	chr11:62150088-62150333	U	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.614	0.032	0.0	0.0	0.002	0.003	0.0	0.0	0.005	0.0	0.004	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	62537015	62537055	17023645	17023650	Adipocytes	chr11:62537015-62537055	U	0.679	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.01	0.01	0.018	0.082	0.069	0.218	0.0	0.034	0.0	0.0	0.003	0.0	0.017	0.081	0.009	0.005	0.046	0.016	0.0	0.0	0.0	0.009	0.0	0.012	0.0	0.0	0.0	0.0	0.136	0.006	0.182	0.0
chr11	65612273	65612492	17082820	17082827	Endothel	chr11:65612273-65612492	U	0.386	0.02	0.073	0.268	0.152	0.061	0.046	0.054	0.02	0.0	0.008	0.212	0.057	0.744	0.0	0.108	0.0	0.033	0.008	0.025	0.051	0.124	0.017	0.04	0.0	0.0	0.029	0.016	0.033	0.007	0.0	0.0	0.053	0.0	0.25	0.0	0.145	0.087	0.083	0.0
chr11	65826856	65827024	17087935	17087943	Small-Int-Ep	chr11:65826856-65827024	U	0.0	0.0	0.009	0.0	0.008	0.007	0.001	0.0	0.0	0.0	0.009	0.01	0.0	0.0	0.0	0.064	0.015	0.0	0.006	0.01	0.006	0.022	0.003	0.004	0.017	0.006	0.0	0.0	0.0	0.005	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.99	0.005	0.0
chr11	65913504	65913615	17090245	17090250	Head-Neck-Ep	chr11:65913504-65913615	U	0.0	0.053	0.009	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.005	0.026	0.0	0.004	0.158	0.061	0.0	0.0	0.014	0.766	0.0	0.0	0.0	0.0	0.008	0.046	0.004	0.0	0.0	0.039	0.011	0.015	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.015
chr11	66871534	66872006	17109682	17109702	Breast-Basal-Ep	chr11:66871534-66872006	U	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.907	0.076	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.001	0.006	0.004	0.0	0.0	0.007	0.0	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.009	0.0	0.002	0.003	0.0
chr11	68434626	68434865	17141250	17141258	Heart-Cardio	chr11:68434626-68434865	U	0.0	0.009	0.0	0.006	0.004	0.0	0.002	0.0	0.008	0.0	0.005	0.0	0.0	0.011	0.0	0.057	0.0	0.0	0.004	0.002	0.946	0.0	0.0	0.012	0.013	0.015	0.009	0.012	0.0	0.005	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.011	0.024	0.0
chr11	68782847	68783308	17146872	17146897	Heart-Cardio	chr11:68782847-68783308	U	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0
chr11	68783400	68783869	17146898	17146914	Heart-Cardio	chr11:68783400-68783869	U	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.038	0.0	0.0	0.0	0.0	0.0	0.001	0.027	0.011	0.0	0.0	0.002	0.002	0.948	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.008	0.0	0.0	0.0	0.0	0.006	0.0
chr11	70839386	70839498	17186902	17186907	Adipocytes	chr11:70839386-70839498	U	0.643	0.0	0.122	0.299	0.166	0.098	0.127	0.0	0.021	0.021	0.0	0.107	0.176	0.121	0.0	0.347	0.0	0.0	0.0	0.023	0.0	0.018	0.0	0.031	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.123	0.0
chr11	71613351	71613514	17198505	17198510	Breast-Luminal-Ep	chr11:71613351-71613514	U	0.026	0.048	0.0	0.0	0.005	0.0	0.01	0.071	0.07	0.796	0.0	0.0	0.107	0.0	0.0	0.24	0.0	0.133	0.047	0.0	0.012	0.097	0.0	0.01	0.034	0.0	0.0	0.0	0.0	0.213	0.0	0.0	0.051	0.016	0.0	0.195	0.0	0.02	0.136	0.019
chr11	72311010	72311299	17207670	17207676	Pancreas-Delta	chr11:72311010-72311299	U	0.0	0.009	0.0	0.038	0.005	0.037	0.005	0.0	0.0	0.02	0.0	0.0	0.0	0.002	0.0	0.136	0.057	0.0	0.005	0.037	0.0	0.025	0.048	0.0	0.0	0.024	0.0	0.0	0.013	0.013	0.0	0.043	0.797	0.0	0.0	0.011	0.05	0.0	0.011	0.0
chr11	73211627	73212648	17218053	17218064	Skeletal-Musc	chr11:73211627-73212648	U	0.0	0.0	0.0	0.0	0.023	0.0	0.003	0.038	0.007	0.007	0.003	0.009	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.064	0.054	0.006	0.0	0.0	0.004	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.741	0.0	0.017	0.008
chr11	74022616	74022885	17228842	17228848	Blood-Mono+Macro	chr11:74022616-74022885	U	0.098	0.0	0.0	0.071	0.867	0.0	0.0	0.0	0.0	0.021	0.0	0.067	0.0	0.008	0.0	0.013	0.0	0.0	0.005	0.0	0.015	0.046	0.006	0.016	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.021	0.0	0.0	0.024	0.0
chr11	75825997	75826219	17248352	17248360	Adipocytes	chr11:75825997-75826219	U	0.618	0.0	0.065	0.0	0.075	0.0	0.001	0.208	0.022	0.008	0.003	0.05	0.294	0.112	0.0	0.042	0.0	0.0	0.002	0.039	0.0	0.281	0.008	0.0	0.0	0.006	0.021	0.006	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.008	0.028	0.0
chr11	78328142	78328534	17277028	17277035	Pancreas-Delta	chr11:78328142-78328534	U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.05	0.0	0.016	0.0	0.172	0.0	0.286	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.208	0.0	0.882	0.0	0.0	0.0	0.0	0.082	0.0	0.0
chr11	83132634	83132801	17309739	17309748	Prostate-Ep	chr11:83132634-83132801	U	0.016	0.672	0.0	0.0	0.005	0.0	0.0	0.026	0.007	0.0	0.004	0.027	0.059	0.007	0.0	0.079	0.026	0.0	0.002	0.068	0.0	0.0	0.014	0.0	0.0	0.0	0.005	0.0	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.979	0.0	0.0	0.062	0.065
chr11	83132839	83132911	17309749	17309757	Prostate-Ep	chr11:83132839-83132911	U	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.057	0.0	0.0	0.007	0.0	0.0	0.0	0.003	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.656	0.0	0.0	0.0	0.036
chr11	90047017	90048129	17355139	17355146	Smooth-Musc	chr11:90047017-90048129	U	0.0	NA	0.0	0.333	0.0	0.0	0.091	NA	0.0	0.25	0.0	0.0	NA	0.0	0.0	0.5	0.0	0.0	0.0	0.0	NA	NA	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	NA	0.333	NA	0.0	NA	0.0	0.5	0.333	0.0	0.0
chr11	104584086	104584227	17452099	17452106	Dermal-Fibro	chr11:104584086-104584227	U	0.495	0.0	0.006	0.015	0.005	0.0	0.001	0.229	0.0	0.011	0.0	0.032	0.897	0.046	0.0	0.232	0.0	0.0	0.0	0.004	0.0	0.023	0.003	0.048	0.0	0.0	0.049	0.0	0.0	0.006	0.0	0.014	0.0	0.0	0.0	0.0	0.08	0.0	0.098	0.0
chr11	110029747	110030093	17489383	17489388	Endothel	chr11:110029747-110030093	U	0.0	0.0	NA	0.0	0.0	0.5	0.0	NA	0.0	NA	0.0	0.0	NA	0.615	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	0.0	0.0	1.0	0.0
chr11	113234978	113235165	17517015	17517029	Oligodend	chr11:113234978-113235165	U	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.016	0.0	0.006	0.0	0.112	0.0	0.0	0.002	0.0	0.005	0.006	0.0	0.007	0.0	0.0	0.042	0.958	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0
chr11	113770908	113771121	17521893	17521901	Blood-Granul	chr11:113770908-113771121	U	0.0	0.0	0.01	0.924	0.048	0.0	0.0	0.0	0.0	0.0	0.004	0.024	0.0	0.0	0.0	0.015	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.011	0.006	0.0	0.005	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.0	0.0
